id,title,description,icf,gender,planstart,actualstart,planend,actualend,sectors,sector_pct,parent,budget_sum
GB-GOV-3-PPF-ASEAN-000062,Supporting the development of intellectual property rights (IPR) enforcement capabilities in South East Asia,The project is designed to implement several of the recommendations made in the 2015 China-South East Asia Counterfeiting Report and to develop the IPR enforcement capabilities of several major South East Asian countries.,0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,24010,100,GB-GOV-3-PPF-ASEAN-000062,75000
GB-GOV-3-PPF-ASEAN-000063,Producing a Scoping Study for a South East Asia Future Cities Programme,The project is designed to scope the opportunities for a future Prosperity Fund programme on Future Cities in South East Asia.,0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,43030,100,GB-GOV-3-PPF-ASEAN-000063,88000
GB-GOV-3-PPF-ASEAN-000064,Producing a Scoping Study for a South East Asia Low Carbon Programme,The project is designed to scope the opportunities for use of future Prosperity Fund resource for Prosperity Fund programme on low carbon development in South East Asia,0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,41010,100,GB-GOV-3-PPF-ASEAN-000064,176500
GB-GOV-3-PPF-BHP-000001,Better Health Scoping,"Scoping study to provide analysis to help identify where the current constraints, challenges and opportunities lie to develop a programme to improve health systems in targeted ODA-eligible countries.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,99810,100,GB-GOV-3-PPF-BHP-000001,200000
GB-GOV-3-PPF-BRB-000001,Improving Trade Facilitation Indicators in Brazil to promote trade reforms and increased prosperity,"Create a Trade Reform Plan for Brazil using performance indicators to identify trade efficiency gaps, paving the way for trade cost reductions and increase in imports and exports flows.",0,NA,22/06/2016,22/06/2016,22/06/2016,22/06/2016,15110,100,GB-GOV-3-PPF-BRB-000001,0
GB-GOV-3-PPF-BRB-000002,Creating a coherence model for Trade Regulations in Brazil to support a better business environment,"Increase Brazilian capacity to facilitate investment and increase international trade flows by improving domestic regulatory measures (regulatory coherence), using UK as a model.",0,NA,25/05/2016,25/05/2016,25/05/2016,25/05/2016,15110,100,GB-GOV-3-PPF-BRB-000002,0
GB-GOV-3-PPF-BRB-000003,Improving the quality of public spending in Brazil through structured policy evaluation methodologies,The project will contribute to improved quality of public spending in Brazil by increasing its ability to evaluate the impact of fiscal policies and government spending policies on the private sector.,0,NA,25/05/2016,25/05/2016,25/05/2016,25/05/2016,15111,100,GB-GOV-3-PPF-BRB-000003,0
GB-GOV-3-PPF-BRB-000005,Increasing efficiency and performance of the Brazilian judiciary system in Brazil to support the fight against corruption,"The project will increase efficiency in judiciary system management and foster better justice services in Brazil to combat organised crime, corruption and money laundering.",0,NA,29/05/2016,29/05/2016,29/05/2016,29/05/2016,15130,100,GB-GOV-3-PPF-BRB-000005,0
GB-GOV-3-PPF-BRB-000006,Brazil: Supporting a new Open Innovation policy in Health for the State of Sao Paulo and improving the business environment for new health technologies,"This project will help deliver a more efficient public health system in São Paulo state through an open innovation approach, fostering entrepreneurship and developing public-private partnerships.",0,NA,01/05/2016,01/05/2016,01/05/2016,01/05/2016,12110,100,GB-GOV-3-PPF-BRB-000006,0
GB-GOV-3-PPF-BRB-000007,Teacher Training for Technical and Vocational Education in Brazil,"This project will help strengthen delivery of vocational and technical education in Brazil's Federal Institutes in order to deploy a more skilled workforce to address the needs of industry, making Brazil more attractive for international companies.",0,NA,01/05/2016,01/05/2016,01/05/2016,01/05/2016,11130,100,GB-GOV-3-PPF-BRB-000007,0
GB-GOV-3-PPF-BRB-000008,English as a Foreign Language Programme: developing English and methodological skills for teachers to support better English language skills in Brazil,"The project aims to provide an integrated approach to English as a Foreign Language (EFL) teacher training programme in public schools in 5 Brazilian State Governments (São Paulo, Minas Gerais, Mato Grosso, Paraíba and Tocantis). This project will not only enhance the English proficiency of the public school teachers involved but also leverage the UK's global expertise in education to demonstrate that investment in EFL is an essential public policy for the country's development.",0,NA,01/05/2016,01/05/2016,01/05/2016,01/05/2016,11110,100,GB-GOV-3-PPF-BRB-000008,120000
GB-GOV-3-PPF-BRB-000009,Energy Storage in Brazil: promoting low-carbon technology development through innovative regulation and public policies,The project will support development of low-carbon energy security in Brazil by equipping its electricity sector with storage technologies.,0,NA,19/05/2016,19/05/2016,19/05/2016,19/05/2016,23110,100,GB-GOV-3-PPF-BRB-000009,286855
GB-GOV-3-PPF-BRB-000010,Oil & Gas Production and Operational Efficiency: increasing productivity and improving oil spills detection to promote sustainable sector growth in Brazil,"This project will improve oil and gas sector efficiency, sustainability and transparency by maximizing operational efficiency for monitoring oil and gas spills, increasing compliance and reducing costs for both government and international companies.",0,NA,14/06/2016,14/06/2016,14/06/2016,14/06/2016,23110,100,GB-GOV-3-PPF-BRB-000010,384141
GB-GOV-3-PPF-BRB-000011,"Brazil: providing clear oil and gas decommissioning guidance to develop a strong regulatory framework, guide sustainable sector development and protect the environment","By providing guidance on oil and gas decommission to develop a regulatory framework, the project will help update the Brazilian offshore oil & gas regulatory framework on operational safety, environmental protection and cost effectiveness, setting clear decommissioning guidance for the industry. This will also make the sector more attractive for international companies.",0,NA,08/06/2016,08/06/2016,08/06/2016,08/06/2016,23110,100,GB-GOV-3-PPF-BRB-000011,307305
GB-GOV-3-PPF-BRB-000012,Health Accelerator Programme: re-balancing primary healthcare policy in Recife,"This project will support reform of primary care services in the city of Recife, improving access, responsiveness, quality and range of services, to make healthcare in Brazil more cost-effective and also attractive to foreign investment. This is through supporting local commissioners and clinicians by bringing together data collected in the city of Recife to accelerate the development of unplanned / urgent care services so that citizens can have their care provided locally.",0,NA,01/05/2016,01/05/2016,01/05/2016,01/05/2016,12110,100,GB-GOV-3-PPF-BRB-000012,354080
GB-GOV-3-PPF-BRB-000013,Roadmap for Logistics Infrastructure Investments in Brazil: improving regulation to facilitate private sector investments and foster economic growth,"This project will promote policy reform and private investment in logistics infrastructure by producing a roadmap for Brazil's logistics infrastructure regulatory framework, to facilitate private sector investments and foster economic growth.",0,NA,02/05/2016,02/05/2016,02/05/2016,02/05/2016,15110,100,GB-GOV-3-PPF-BRB-000013,234116
GB-GOV-3-PPF-BRB-000014,Enabling Smart Cities in Brazil: supporting the expansion of intermodal transport with smart technologies to improve urban mobility,This project will provide the city of Belo Horizonte with enhanced smart cities capabilities by incorporating low-carbon and innovative UK-based technologies and establishing strategic partnerships with UK cities.,0,NA,02/05/2016,02/05/2016,02/05/2016,02/05/2016,43030,100,GB-GOV-3-PPF-BRB-000014,378138
GB-GOV-3-PPF-BRB-000015,"Enhancing Education, Health, and Mobility Infrastructure through Public-Private Partnerships in Brazil","The project supports the states of Minas Gerais and Bahia in Brazil in the development of Public Private Partnerships (PPPs) in the education, health and urban mobility sectors, by providing technical assistance before the competitive tendering procedure, resulting in a more favorable business environment for PPPs, with more transparency and efficiency, improved regulation and commercial integration.",0,NA,02/05/2016,02/05/2016,02/05/2016,02/05/2016,15110,100,GB-GOV-3-PPF-BRB-000015,395545
GB-GOV-3-PPF-BRB-000016,Brazil Low Carbon Infrastructure Plan: developing a Green Bonds market in Brazil to leverage private finance for low carbon infrastructure,This project will support development of low-carbon and climate resilient infrastructure in Brazil by developing a Green Bonds market in Brazil to leverage private finance for low carbon infrastructure,0,NA,01/05/2016,01/05/2016,01/05/2016,01/05/2016,41010,100,GB-GOV-3-PPF-BRB-000016,262070
GB-GOV-3-PPF-BRB-000017,Brazil: Sustainable Wastewater Management in Minas Gerais: providing international best practices on wastewater management to promote sustainability,"This project will support Minas Gerais state government in the reform of its sewage system and implement new sustainable sanitation infrastructure, providing international best practices on wastewater management to promote sustainability, reducing environmental impacts and improving living conditions.",0,NA,01/05/2016,01/05/2016,01/05/2016,01/05/2016,14010,100,GB-GOV-3-PPF-BRB-000017,417149
GB-GOV-3-PPF-BUR-000006,Enhancing urban planning capability in Myanmar,"The project is designed to draw on UK expertise to build an urban planning capability within Myanmar's Ministry of Construction to provide a framework for sustainable urban development and hence to enable economic growth. This is expected to generate opportunities for international businesses, including UK ones.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,43030,100,GB-GOV-3-PPF-BUR-000006,52891
GB-GOV-3-PPF-BUR-000007,Establishing an Aberdeen-Myanmar Energy Economy partnership,"The project will help the Myanmar government and industry to learn from Aberdeen's success in developing into a world class sub-sea centre of excellence through knowledge exchange, training and capacity building initiatives. It will help Myanmar to develop its own Oil and Gas infrastructure and to enhance the capacity of its business community such that it can play an increasing role within Myanmar and in South East Asia.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,23110,100,GB-GOV-3-PPF-BUR-000007,141104
GB-GOV-3-PPF-BUR-000008,Encouraging the liberalisation of the insurance sector in Myanmar,"The project is designed to encourage the liberalisation of the insurance sector in Myanmar with the goal of stimulating economic growth through the creation of a competitive insurance market, subsequently driving social development and promoting cross-border trade through the protection of investors' assets and risks.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,25010,100,GB-GOV-3-PPF-BUR-000008,95229
GB-GOV-3-PPF-BUR-000009,Helping Myanmar implement an Anti-Money Laundering strategy to improve regulation and strengthen robustness in the financial sector,The project is designed to draw on UK expertise to support Myanmar's Central Control Board on Money Laundering to achieve the rapid progress and reform that will be set out in the forthcoming National Anti-Money Laundering/Combating the Financing of Terrorism Strategy.,0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,15113,100,GB-GOV-3-PPF-BUR-000009,129770
GB-GOV-3-PPF-BUR-000010,Assisting Myanmar in implementing the Paris Agreement on climate change by turning its Intended Nationally Determined Contribution commitment into action,"The project is designed to draw on UK expertise to develop transparent, measurable and action-orientated implementation plans to deliver the targets and activities identified in the Nationally Determined Contributions of Myanmar. This will increase private sector involvement, in particular in the low carbon energy sector, by identifying specific investment opportunities for investors and technology providers.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,41010,100,GB-GOV-3-PPF-BUR-000010,92457
GB-GOV-3-PPF-CHP-000056,Developing effective green bond assessment and rating frameworks in China.,"The project is designed to deliver, by September 2016, effective green bond assessment and rating frameworks for China, and assist implementation of them, in order to drive investment decisions that maximise the environmental benefit of every green bond denominated in Renminbi (RMB).",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,41010,100,GB-GOV-3-PPF-CHP-000056,80315
GB-GOV-3-PPF-CHP-000057,"Promoting development of green principles in Chinese healthcare, including in infrastructure and service delivery to support sustainable healthcare","The project is designed to allow the Chinese government to draw upon UK experience to promote the development of green health and care systems which support intelligent, resilient and sustainable healthcare. It will achieve this by running provincial level pilot initiatives to strengthen the function of health management and promote green infrastructure, operation and service delivery. A final workshop will present to Chinese Ministries an overview of international case studies on sustainable healthcare, including from the UK, and will generate options for China's adoption of green principles in its healthcare systems.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,12110,100,GB-GOV-3-PPF-CHP-000057,105040
GB-GOV-3-PPF-CHP-000058,Supporting China to increase capacity in international tax cooperation,"The project is designed to enable Her Majesty's Revenue and Customs and China's State Administration of Taxation to work together through the Forum on Tax Administration (FTA), holding bilateral and multilateral Tax Administration discussions to drive forward G20 tax priorities and support China's joint role as G20 president and host of the FTA Plenary.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,15110,100,GB-GOV-3-PPF-CHP-000058,32206
GB-GOV-3-PPF-CHP-000059,Supporting China's Research and Development capabilities through establishing an Innovation Gateway in Shanghai,"The project is designed to build a platform that assists the local government and Research and Development base in Shanghai to facilitate academia-industry collaboration. By doing this, the project intends to make China's Research and Development more competitive internationally, generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,32182,100,GB-GOV-3-PPF-CHP-000059,60570
GB-GOV-3-PPF-CHP-000061,Supporting Chinese efforts to re-use brownfield and marginal land for low carbon and renewable energy purposes,"The project is designed to promote China-UK collaboration to evaluate and adapt innovative methodologies, in order that China can re-use brownfields and marginal land for low carbon and renewable energy purposes. This is intended to support the development of low-resource strategies for land management, decontamination of land, urban regeneration, and community enterprise for brownfield and marginal land areas. This is expected to generate opportunities for international businesses, including UK ones.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,41010,100,GB-GOV-3-PPF-CHP-000061,80000
GB-GOV-3-PPF-CHP-000062,Designing a power market protocol for China that enables better renewable energy integration,"The project is designed to support China's orientation towards renewable energy by producing proposals for adoption by China's National Energy Administration. These include proposals, based on UK and US experience, for a market model, pricing mechanism and operation rules. The proposals will serve as a source of reference for China for its creation of a more competitive power market.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,23210,100,GB-GOV-3-PPF-CHP-000062,79750
GB-GOV-3-PPF-CHP-000063,Strengthening China's evidence discovery procedure in intellectual property litigation,"The project is designed to draw upon UK and EU experience to develop China's trademark system and brand management practice by working with its government and its legal and industrial sectors raising awareness and capacity building. This is intended to enhance the institutional environment for brand operations of companies operating in China, including UK ones. For example, they will be better-placed to protect their revenues and derive further income by licensing or sale of brand rights.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,25010,100,GB-GOV-3-PPF-CHP-000063,72515
GB-GOV-3-PPF-CHP-000064,Supporting the national rollout of provincial level climate legislation in China,"The project is designed to refine draft climate legislation in China by drawing on international best practice and feeding in key findings from four provinces that already have climate regulation - Jiangsu, Hubei, Shijiazhuang and Nanchang. The project will involve seminars in these four provinces to share practices and experience, plus the submission to the Chinese government of a final report that advises on national and provincial policy.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,41010,100,GB-GOV-3-PPF-CHP-000064,75000
GB-GOV-3-PPF-CHP-000065,"Supporting efforts to tackle antimicrobial resistance in rural Anhui, China.","The project is designed to trial (by producing, validating and promoting) a practical package (""ECROPS"") against antimicrobial resistance in rural Anhui, China. It is intended that, in future years of programming, the package – if successful – will be evaluated and expanded in the province.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,12110,100,GB-GOV-3-PPF-CHP-000065,34694
GB-GOV-3-PPF-CHP-000066,Supporting the adoption of a roadmap in Sichuan province on the development of alternative energy sources in China,"The project is designed to support Sichuan's adoption of a roadmap to support its development of alternative energy sources. The implementer will produce recommendations to Sichuan's government on improving regulations for shale gas development. It is intended that this leads to Sichuan's adoption of the recommendations, leading to a national pilot project in 2-3 years time.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,23210,100,GB-GOV-3-PPF-CHP-000066,80000
GB-GOV-3-PPF-CHP-000067,"Promoting UK-China collaborations in areas such as co-productions and film exports, to support economic reform and diversification in China, thereby generating opportunities for international business, including from the UK","The project is designed to support the internationalisation of the Chinese film industry by enhancing UK-China collaborations particularly in areas such as co-productions and film exports. This will include improving policy skills, expertise and policy frameworks that support China's engagement in international markets. It is intended that UK and Chinese industries develop a relationship that fosters an increased understanding of each others' creative and commercial working practices. This will help facilitate co-productions more effectively and increase the competitiveness of Chinese films internationally, thereby promoting economic rebalancing in China and generating opportunities for international businesses, including UK ones.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,25010,100,GB-GOV-3-PPF-CHP-000067,80000
GB-GOV-3-PPF-CHP-000068,Supporting policy in China by holding the Second UK-China Forum on Social Policy and Public Sector Reform,"The project is designed to bring together influential officials, scholars and practitioners from China and the UK at a Second UK-China Forum on Social Policy and Public Sector Reform, in order to influence central government policy, social policy issues and public sector reform in line with China's 13th Five-Year Plan. The targeted policy areas include open data, civil contingency, public service delivery and government performance evaluation.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,15110,100,GB-GOV-3-PPF-CHP-000068,33010
GB-GOV-3-PPF-CHP-000069,Supporting China's ability to monitor greenhouse gas emissions,"The project is designed to improve China's monitoring of its greenhouse gas emissions, to encourage China's move to low carbon production, thereby decreasing the risk from Climate Change. This will be achieved by establishment of a set of indicators that will regularly provide government leaders with a clear assessment of the risk of following a high emissions pathway, and the priority actions needed to avoid it.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,41010,100,GB-GOV-3-PPF-CHP-000069,45700
GB-GOV-3-PPF-CHP-000070,Supporting China's ability to monitor climate risks.,"The project is designed to improve China's monitoring of climate risks, helping to develop China's markets in climate resilient infrastructure and insurance. This will be achieved by establishing a set of climate risk indicators that will regularly provide government leaders with a clearer assessment of risk than is currently available, thereby generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,41010,100,GB-GOV-3-PPF-CHP-000070,103100
GB-GOV-3-PPF-CHP-000071,Supporting public engagement and consultation on China's design and delivery of energy projects,"The project is designed to share UK and international experience in developing more effective public engagement and consultation, in order to improve the planning and implementation of both China and UK energy projects. This will include sharing experience to improve government, regulators' and companies' ability to understand and address public hopes and concerns with regard to the delivery of energy infrastructure plans in China and the UK, through effective communication and engagement.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,41010,100,GB-GOV-3-PPF-CHP-000071,99730
GB-GOV-3-PPF-CHP-000072,Supporting China's transition to low carbon energy by enhancing its government's capability to monitor energy statistics,"The project is designed to increase knowledge and use – at both national and provincial government level in China - of best practice methodologies, and internationally-agreed concepts and definitions in energy statistics. It is intended that China's energy statistics capability is thereby enhanced, enabling China to monitor energy policy through its transition to low carbon. Doing so will align China's data collection with OECD countries, which will accelerate China's transition to low carbon growth.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,41010,100,GB-GOV-3-PPF-CHP-000072,90000
GB-GOV-3-PPF-CHP-000073,Strengthening primary care capacity in China through training to help the health of the poor whilst creating openings for international and UK business,"The project is designed to draw on UK expertise to strengthen the training of Chinese GPs in paediatrics to improve their skills across diagnoses and treatments, in pilot cities. This project will enable primary care institutions to take on more responsibilities in dealing with child medical issues, relieving pressure on tertiary paediatric services. Chinese policy makers will use the pilot report to inform the establishment of tiered treatment guidelines. This is expected to generate commercial and collaborative opportunities for international entities, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,12110,100,GB-GOV-3-PPF-CHP-000073,99915
GB-GOV-3-PPF-CHP-000074,"Improving the efficiency of electricity markets in Yunnan, China","The project is designed to improve the efficiency of electricity markets in China, through a pilot project on reforming electricity wholesale and retail markets in Yunnan Province. In doing this, it will draw upon UK policy and market expertise to inform and accelerate Yunnan's power market pilot, facilitating the transition to low carbon of the world's largest power sector. This will generate opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,23210,100,GB-GOV-3-PPF-CHP-000074,80000
GB-GOV-3-PPF-CHP-000075,Reducing greenhouse gas emissions in China by storage of carbon dioxide in depleted gas reservoirs.,"The project is designed to use UK expertise to reduce greenhouse gas emissions by developing the storage of carbon dioxide in depleted gas reservoirs. It is intended that China's Ministry of Science and Technology adopts policy recommendations on such storage, generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,23210,100,GB-GOV-3-PPF-CHP-000075,110000
GB-GOV-3-PPF-CHP-000076,Sustaining the rapid growth of China's Green Bond Market,"The project is designed to draw upon the UK's leadership in global financial markets to sustain the rapid growth of China's Green Bond Market, which involves proceeds of bonds being allocated to environmental projects, and contributes to reduction of emissions. It is intended to enhance the connection between China's domestic green bond market and the international market. It is also intended to establish green bonds as a tool for China to tap into international capital markets to finance low-carbon and climate resilient projects, which would open up opportunities for international business, including UK companies.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,24010,100,GB-GOV-3-PPF-CHP-000076,90000
GB-GOV-3-PPF-CHP-000077,Supporting China's positive engagement with the WTO and G20 to enhance the global trade environment,"The project is designed to support China's adoption, by December 2016, of expert policy recommendations in the areas of WTO negotiations and the agenda of the 2016 G20 Summiton trade, investment and development, substantially advancing an open, rules-based world trading system and global economic governance.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,33140,100,GB-GOV-3-PPF-CHP-000077,31060
GB-GOV-3-PPF-CHP-000078,Supporting China's development of standards for Smart Cities.,"The project is designed to use UK expertise to support China's development of standards (compatible with UK ones) for Smart Cities. It is intended that China will draw upon UK expertise to set up strategic standards, encompassing a concept model, reference framework and applicable information communication technology indicators, supporting economic reform and growth in China, and generating opportunities for international businesses, including UK ones.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,41010,100,GB-GOV-3-PPF-CHP-000078,91912
GB-GOV-3-PPF-CHP-000079,"Improving China's protection of intellectual property rights, including its copyright collective licensing system.","The project is designed to improve China's copyright collective licensing system and improve UK-China cooperation on dispute resolution. It is intended that, by January 2018, better resolution of disputes results in Chinese judges' increased awareness and consequent policy input to ongoing copyright reforms, thereby leading to higher revenues for Chinese and international creative industries companies (including UK ones) and individual creators.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,25010,100,GB-GOV-3-PPF-CHP-000079,40000
GB-GOV-3-PPF-CHP-000081,Supporting the strengthening of competition policy in China,"The project is designed to support China's National Development and Reform Commission to develop and adopt a policy framework and implementation path, in order to establish the mechanism of fair competition scrutiny. This is intended to create a better and fairer business environment in China, generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,25010,100,GB-GOV-3-PPF-CHP-000081,80725
GB-GOV-3-PPF-CHP-000082,Supporting China's development of its regulatory regime for private equity and hedge funds,"The project is designed to support the strengthening and refinement of China's hedge fund and private equity fund regulatory framework, in order to build a more robust financial system in China and encourage foreign participation in the Chinese private fund industry. In doing so, it is also expected to generate opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,24010,100,GB-GOV-3-PPF-CHP-000082,35550
GB-GOV-3-PPF-CHP-000083,"Supporting China to further develop and open up its commodities derivatives market, through an initial focus in Guangdong province","The project is designed to support China to further develop and open up its commodities derivatives market, though an initial focus on Guangdong province. It is intended that, by December 2017, Guangdong government will introduce practical plans aimed at the further opening of commodities futures, especially precious metals and non-ferrous metals, to international markets as part of the wider strategy of internationalising the RMB. This will benefit China and provide better access to Chinese capital markets for international (including UK) investors.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,24010,100,GB-GOV-3-PPF-CHP-000083,66000
GB-GOV-3-PPF-CHP-000084,Supporting the development of the Chinese anti-money laundering framework,"The project is designed to provide technical support to China's anti-money laundering framework in order to support preparation for the Financial Action Task Force Mutual Evaluation. This contributes to ensuring the integrity of China's financial system, help to provide a level playing for businesses, reduces risks and encourages investment from international firms.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,24010,100,GB-GOV-3-PPF-CHP-000084,90000
GB-GOV-3-PPF-CHP-000086,"Developing China's crowd-funding regulatory policy, to promote China's internet finance market growth","The project is designed to draw upon UK experiences and expertise to support China to improve its crowd-funding regulatory policy, and put in place a UK-China framework for crowd-funding cooperation, based on the practices of Guizhou province. The UK-China collaboration will build expertise and create links with key stakeholders in China's internet finance market, generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,24010,100,GB-GOV-3-PPF-CHP-000086,80000
GB-GOV-3-PPF-CHP-000087,Supporting regulatory reform of the Shenzhen private equity market,"The project is designed to promote regulatory reform of the Shenzhen private equity market. This supports China's drive to reform its economy under its 13th Five Year Plan, one focus of which is to address the fact that regulation has not kept pace with market development. If enacted, such reform can enable direction of finance in China towards the most innovative and efficient sectors of the economy, to support economic rebalancing, financial inclusion and poverty reduction, particularly for the growth of SMEs. The support is aimed at helping the Shenzhen government introduce a pilot plan with an aim to further broaden and deepen its private equity market through expanding quotas and relaxing regulatory restriction on foreign market participants.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,25010,100,GB-GOV-3-PPF-CHP-000087,60020
GB-GOV-3-PPF-CHP-000088,Promoting the development of the market in Chinese local government debt,"The project takes up an issue discussed in the 2015 UK-China Economic and Financial Dialogue regarding the development of China's local debt markets. It is designed to provide policy suggestions for the development of Measures for the Supervision and Administration of Local Government Debt Issuance in China to be issued by the Ministry of Finance in 2017, thereby generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,24010,100,GB-GOV-3-PPF-CHP-000088,70120
GB-GOV-3-PPF-CHP-000089,Applying expertise to science and engineering teaching in China,"The project is designed to draw on UK expertise to share innovative approaches in the teaching of academic and vocational STEM (Science Technology Education and Mathematics) education, based on successful methodologies developed in the UK, with leading Chinese teachers/schools and Ministries of Education/Science and Technology, thereby benefiting education in China and laying a foundation for long-term collaboration with the UK.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,32182,100,GB-GOV-3-PPF-CHP-000089,62600
GB-GOV-3-PPF-CHP-000090,Researching population ageing to support the design of medical reimbursement policies in Shanghai,"The project is designed to draw on UK expertise to reveal the relationship between age and medical expenses, and the characteristics of end-of-life expenses among the elderly in Shanghai. Through undertaking a ‘value for money' analysis to identify inappropriate resource use on elderly care in Shanghai, and learning lessons from the UK context, this project will provide a reference for policy design and implementation in Shanghai, both under the 13th Five-Year Plan and through guidance that the Shanghai Municipal Human Resources and Social Security Bureau is due to issue on the Elderly Care Social Security System by the end of 2016. Chinese adoption of UK proposals in the study has the potential to generate opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,12110,100,GB-GOV-3-PPF-CHP-000090,90450
GB-GOV-3-PPF-CHP-000091,Increasing awareness among Chinese stakeholders about enforcement of intellectual property rights,"The project is designed to draw upon UK best practice to protect and enforce intellectual property (IP) rights among Chinese rights owners. A UK-China Intellectual Property conference in London will demonstrate UK policy designed to protect IP, which in turn will help support innovation and growth in the respective sectors.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,15130,100,GB-GOV-3-PPF-CHP-000091,29992
GB-GOV-3-PPF-CHP-000092,"Supporting enterprises in Chongqing, China to manage effective carbon reduction through emissions trading","The project is designed to draw upon UK experience and expertise to support Chongqing-based enterprises covered by China's national Emission Trading Scheme, so these enterprises establish their corporate-level carbon management system. In doing so, this is expected to generate opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,23110,100,GB-GOV-3-PPF-CHP-000092,80000
GB-GOV-3-PPF-CHP-000093,Developing a human resources strategy for Chongqing's Free Trade Zone,"The project is designed to draw upon UK experience to support the adoption of a ‘Human Resources Strategy' by the Chongqing government's various human resources departments and Liangjiang New Area's governance structure. It is then intended that these entities will disseminate Chongqing's best practices to other Free Trade Zones in China. This will help open up the market for foreign professional training and qualification service providers, generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,25010,100,GB-GOV-3-PPF-CHP-000093,60000
GB-GOV-3-PPF-CHP-000094,Increasing Guangdong's competitiveness by supporting investment along the Maritime Silk Road,"The project is designed to draw upon UK expertise to enhance Guangdong's overall competitiveness in overseas investment through: firstly, learning from models of industry regulation and risk control; and secondly, deeper collaboration with UK professional service providers.",0,NA,01/04/2016,01/04/2016,01/04/2016,01/04/2016,25010,100,GB-GOV-3-PPF-CHP-000094,78620
GB-GOV-3-PPF-CHP-000095,Supporting Yangtze Delta Region cities with their climate change risk adaption plan,"The project is designed to develop a climate change self-assessment tool to help Yangtze River Delta Region cities draw up climate change adaptation plans, supporting the efforts of these cities to be among China's National Development and Reform Commission's 30 demonstration cities for climate change adaptation. As the project is implemented, UK expertise on infrastructure policy and services may be accepted by Chinese policy makers, potentially generating opportunities for international businesses, including UK ones.",0,NA,01/04/2017,01/04/2017,01/04/2017,01/04/2017,41010,100,GB-GOV-3-PPF-CHP-000095,110000
